Date,Open,High,Low,Close,Adj Close,Volume
2019-02-14,41.700001,41.720001,40.349998,40.415001,31.269999,4959220
2019-02-15,40.340000,42.340000,40.174999,42.110001,32.581455,6601640
2019-02-18,42.139999,42.630001,42.029999,42.424999,32.825176,3189041
2019-02-19,42.200001,42.500000,41.595001,42.240002,32.682041,4127008
2019-02-20,42.419998,42.680000,41.820000,42.564999,32.933498,3440229
2019-02-21,42.490002,42.540001,41.375000,41.595001,32.182991,5788642
2019-02-22,41.439999,42.299999,41.424999,41.924999,32.438316,3362525
2019-02-25,42.384998,43.064999,42.285000,42.860001,33.161751,4052117
2019-02-26,42.779999,43.310001,42.279999,43.154999,33.389992,3947542
2019-02-27,43.090000,44.540001,43.009998,44.200001,34.198536,6044690
2019-02-28,44.130001,45.465000,43.685001,45.055000,34.860065,6138130
2019-03-01,45.400002,45.535000,44.895000,44.895000,34.736271,4772152
2019-03-04,45.299999,45.485001,44.785000,44.939999,34.771088,3166569
2019-03-05,44.955002,45.310001,44.165001,44.514999,34.442257,4567642
2019-03-06,44.424999,45.044998,43.884998,44.689999,34.577660,4197575
2019-03-07,44.505001,44.860001,42.750000,43.180000,33.409340,6908751
2019-03-08,42.810001,43.000000,41.970001,42.345001,32.763279,6079628
2019-03-11,42.509998,43.349998,42.509998,43.330002,33.525398,4426716
2019-03-12,43.740002,43.900002,42.880001,43.044998,33.304886,4613595
2019-03-13,43.099998,43.764999,42.889999,43.555000,33.699486,3391159
2019-03-14,43.549999,44.264999,43.500000,43.840000,33.919998,4424543
2019-03-15,44.000000,44.294998,43.715000,44.285000,34.264301,13182683
2019-03-18,44.584999,45.480000,44.000000,45.099998,34.894886,4447520
2019-03-19,45.150002,45.525002,44.639999,45.110001,34.902622,4209756
2019-03-20,45.200001,45.235001,44.189999,44.189999,34.190796,4743619
2019-03-21,43.865002,43.985001,42.900002,43.040001,33.301014,5930463
2019-03-22,43.455002,43.455002,41.365002,41.625000,32.206203,7642535
2019-03-25,41.474998,41.965000,41.060001,41.525002,32.128826,3648529
2019-03-26,41.660000,41.790001,41.084999,41.424999,32.051453,3734534
2019-03-27,41.654999,43.060001,41.275002,42.325001,32.747810,6223200
2019-03-28,42.130001,42.349998,41.665001,41.985001,32.484741,4395584
2019-03-29,42.584999,42.840000,42.235001,42.610001,32.968319,4389447
2019-04-01,43.139999,43.834999,42.775002,43.480000,33.641453,4797946
2019-04-02,43.654999,44.314999,43.439999,43.904999,33.970284,3550029
2019-04-03,44.345001,44.849998,44.240002,44.514999,34.442257,3968292
2019-04-04,44.500000,45.040001,44.035000,44.875000,34.720795,3574062
2019-04-05,44.955002,45.130001,44.384998,44.505001,34.434521,4120347
2019-04-08,44.639999,44.845001,44.375000,44.450001,34.391968,3121894
2019-04-09,44.320000,45.250000,44.294998,44.580002,34.492550,4612086
2019-04-10,44.799999,44.889999,43.974998,44.200001,34.198536,3923649
2019-04-11,44.439999,45.139999,43.930000,44.805000,34.666637,4518538
2019-04-12,44.860001,47.110001,44.365002,46.314999,35.834957,7568906
2019-04-15,47.290001,47.639999,46.740002,46.849998,36.248898,5243601
2019-04-16,46.875000,47.880001,46.799999,47.660000,36.875610,6014531
2019-04-17,47.980000,48.865002,47.805000,48.439999,37.479118,6891163
2019-04-18,48.540001,49.084999,47.855000,48.985001,37.900795,6633598
2019-04-23,48.884998,48.959999,47.830002,48.110001,37.223789,5489928
2019-04-24,47.910000,48.119999,46.625000,47.150002,36.481018,6260614
2019-04-25,47.285000,47.480000,46.165001,46.764999,36.183132,4859454
2019-04-26,46.610001,47.205002,46.314999,46.900002,36.287582,4207055
2019-04-29,47.369999,47.900002,47.110001,47.665001,36.879486,4311659
2019-04-30,47.584999,47.750000,47.160000,47.450001,36.713131,4476162
2019-05-02,48.160000,49.314999,47.740002,48.000000,37.138680,5626874
2019-05-03,48.299999,48.834999,47.974998,48.255001,37.335979,3504809
2019-05-06,47.110001,48.025002,47.049999,47.884998,37.049698,4070456
2019-05-07,48.195000,48.200001,46.520000,46.875000,36.268246,5132652
2019-05-08,46.595001,47.060001,46.205002,46.820000,36.225685,3321406
2019-05-09,46.270000,46.410000,45.375000,45.419998,35.142479,4955409
2019-05-10,45.845001,46.134998,45.005001,45.490002,35.196640,3976555
2019-05-13,45.345001,45.380001,44.584999,44.779999,34.647293,3760748
2019-05-14,45.139999,45.480000,44.849998,45.480000,35.188900,3353309
2019-05-15,45.365002,45.424999,44.535000,45.255001,35.014809,3981261
2019-05-16,45.099998,45.950001,44.770000,45.950001,35.552547,3946104
2019-05-17,45.320000,45.779999,44.895000,45.375000,35.107658,5488732
2019-05-20,45.250000,45.549999,44.430000,44.625000,34.527367,4178524
2019-05-21,45.009998,45.384998,44.654999,44.994999,34.813641,4132945
2019-05-22,45.005001,45.110001,44.264999,44.509998,34.438385,4312371
2019-05-23,44.200001,44.334999,43.535000,43.650002,33.772991,5412749
2019-05-24,43.869999,44.235001,43.634998,43.904999,33.970284,4328427
2019-05-27,44.435001,44.599998,43.970001,44.200001,34.198536,2497380
2019-05-28,44.384998,44.424999,43.500000,44.285000,34.264301,5841362
2019-05-29,40.990002,41.325001,40.445000,41.325001,34.314121,7450354
2019-05-30,41.930000,41.980000,41.314999,41.349998,34.334877,3018877
2019-05-31,40.895000,41.000000,40.450001,40.875000,33.940468,5158866
2019-06-03,40.599998,41.025002,40.415001,40.814999,33.890640,4228688
2019-06-04,40.654999,42.125000,40.650002,41.994999,34.870453,5615538
2019-06-05,42.000000,42.080002,41.355000,41.730000,34.650414,4488129
2019-06-06,41.619999,42.230000,40.435001,41.005001,34.048412,6411744
2019-06-07,40.980000,41.250000,40.514999,40.814999,33.890640,4324562
2019-06-10,41.060001,41.770000,40.959999,41.480000,34.442825,2632832
2019-06-11,41.235001,41.985001,41.200001,41.555000,34.505100,3331645
2019-06-12,41.215000,41.380001,40.794998,41.139999,34.160507,3874173
2019-06-13,41.105000,41.474998,40.790001,41.099998,34.127289,3047184
2019-06-14,41.055000,41.075001,40.570000,40.860001,33.928005,3301270
2019-06-17,41.029999,41.259998,40.755001,40.755001,33.840824,2464571
2019-06-18,40.605000,41.740002,40.105000,41.494999,34.455280,6116652
2019-06-19,41.500000,42.340000,41.435001,42.224998,35.061436,4941433
2019-06-20,42.185001,42.580002,41.330002,41.419998,34.393002,5026599
2019-06-21,41.575001,42.095001,40.889999,41.049999,34.085773,11582145
2019-06-24,41.000000,41.279999,40.580002,40.759998,33.844971,3396974
2019-06-25,40.299999,40.570000,39.919998,40.459999,33.595867,3073195
2019-06-26,40.575001,41.419998,40.375000,41.165001,34.181271,4226710
2019-06-27,41.509998,42.025002,41.430000,41.445000,34.413765,3837909
2019-06-28,41.525002,41.884998,41.389999,41.764999,34.679478,3743258
2019-07-01,42.395000,42.730000,41.959999,42.084999,34.945187,3577651
2019-07-02,42.325001,42.340000,41.500000,41.865002,34.762512,2896316
2019-07-03,41.799999,42.705002,41.535000,42.570000,35.347904,3392086
2019-07-04,42.395000,43.294998,42.360001,43.044998,35.742317,4421553
2019-07-05,43.340000,43.860001,42.880001,43.404999,36.041241,4689974
2019-07-08,43.485001,43.959999,42.435001,42.970001,35.680046,3939380
2019-07-09,42.805000,42.855000,42.049999,42.575001,35.352058,3372644
2019-07-10,42.849998,43.384998,42.619999,42.695000,35.451698,3198971
2019-07-11,42.814999,42.814999,42.160000,42.570000,35.347904,3253301
2019-07-12,42.740002,43.209999,42.505001,42.529999,35.314690,3180625
2019-07-15,42.654999,43.035000,42.380001,42.840000,35.572098,3044777
2019-07-16,42.695000,43.490002,42.665001,43.205002,35.875175,3437757
2019-07-17,43.025002,43.105000,42.355000,42.520000,35.306389,3822487
2019-07-18,42.345001,42.730000,41.919998,42.369999,35.181831,3300089
2019-07-19,42.529999,42.779999,41.785000,41.994999,34.870453,4264946
2019-07-22,41.849998,42.290001,41.735001,41.994999,34.870453,2467456
2019-07-23,42.290001,43.230000,42.200001,42.924999,35.642677,4655604
2019-07-24,43.035000,43.160000,42.500000,42.930000,35.646832,3236532
2019-07-25,43.169998,44.599998,42.485001,42.990002,35.696651,6937725
